emotion,clean_text
sadness,if troyler will die im gonna die with themntroyler sadness fuckinlifeisnotafairytale
anger,aidy has a physics questionnaidy  ok im not gonna ask tristan cause i dont wanna aggravate her
joy,even at this level rojo still manages to play god damn awful mufc
sadness,the moment of the day when you have to start to plaster a smile in your face depression
optimism,i have learned over the years that when ones mind is made up this diminishes fear rosa parks quotes motivation
optimism, maybe thats why were asked to study hard and get a job that we like that way it wouldnt be that dreadful
sadness,   call me a pessimist but i dont think therapy can fix whatever is wrong with anthony weiner
sadness,should of stayed in dubai 
anger, quite simply the worst airline worstairline ive ever used shocking appauling dire dismal beyondajoke useless
joy,when my friends send me ballons and fireworks through text amazing
anger,someone set off the fire alarm and im so angry because i was in the middle of moisturizing my elbows
anger,with only  months left until i possess my undergraduate degree i feel like i cant handle adulthood anymore  nojobsinbiology
sadness,i really wanna take advantage of uofws gym but im shy af
anger, please tell us why protesting injustice requires burning beating and looting terrible optics toussaintromain is true leader
joy, my typical shake is g banana c almond milk tbsp chia and protein sometimes i add pb or ice or other fruit
anger,making my buddy cry  bitch wait for revenge 
anger,i hate bakewell tart  anything that tastes of almond essence is just horrid gbbo
joy,miami proficiency is like pleasing by what name miami beaches pikxb
joy,yet again another night i shouldve stayed in
anger, tells me my order will ship on sept  arriving by sept  today is the   lies terrible whereismyfurniture
anger, mourinho is horrid
sadness,ripkara i could have seen her at a local mall or any school football games im disheartened
anger, hi folks flight is going to be over an hour late departing from inv ezy how do we go about getting a refund please boiling
anger, hes a horrible person and now i gag when i see people quote him
anger,   guys dont use that type of language save it for raging
anger,   awe cnn so bias and doesnt care about people only money
sadness,so probably hunger and depression and dissociating equals a weird time anything else
optimism,dont let fear hold you back from being who you want to be use its power to push you towards your goals no more fear just action fear
anger, roy as fiery
anger,gadot please put a left turn signal at williams and ivan allen jr blvd this is absolutely ridiculous atltraffic horrible
optimism,my  teens sons just left in the car to get haircuts im praying up a storm that they make it home safely  terencecrutcher
joy,bet pawpaw is having a good time rejoicing up in heaven for his first birthday there
sadness,police atlanta rapper shawty lo killed in fiery car crash
joy,north america vs sweden is the most exhilarating hockey ive ever watched  wow  mackinonns mitts are silky teamna wch
sadness,when you lose somebody close to your heart you lose yourself as well  lost
joy,im really hitting all flavors of my sparkling water rap but you know whats tripping me out these half french and spanish flavors
sadness,val having a nervous breakdown floss gbbo
joy,  cheering and clapping i assume
sadness,my heartbeat is forever stumbling on memories of things past longing loss shape form sadness
anger,bloody hell pam calm yourself down but could have sworn something black amp hairy just ran across the carpet perilsoflivingalone
anger, turn that shit off   home button under accessibility nnwhen did innovation become mind fuckery   rage iphonephonehome
sadness,heart heavy for lost furry family members remembering max and ozzie forever friends as 
optimism, i want to achieve to your level of optimism
joy,i can literally eat creamy pesto pasta topped with grilled chicken sun dried tomatoes asparagus and pine nuts every single day of my life
optimism,its a moving day stress  hope
optimism,are you serious that fredsirieix lives in peckhamsouth londons own love gurubig up
joy, ill look forward to it hoping for lots of stetsontilting and rueful looks into whiskey glasses
anger,  as ceo of a charity you could reasonably expect  not to attempt to crudely inflame tensions
